72,-72,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72,-71,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72,-70,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72,-69,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72,-68,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72,-67,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72,-66,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72,-65,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72,-64,-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72,-63,-4,-2.6975202067177,-2.74488500108768,-2.7837459153512,-2.14251386514227,-2.47531795646802,-2.55417018013293,-1.11049186444356,-2.10746229806895,-2.57216469672231,1
72,-62,-4,-2.69097383884421,-2.74205607885588,-2.78420270210493,-2.13875119764341,-2.47698557664581,-2.55776790434374,-1.10904955305818,-2.11247729990275,-2.57855782729365,1
72,-61,-4,-2.68399354160068,-2.73923133884887,-2.78455874711686,-2.13476829350719,-2.47911108796957,-2.56127553487732,-1.10806573778782,-2.11693673500797,-2.58440469839667,1
72,-60,-4,-2.67894774683251,-2.73778106431648,-2.78568236692669,-2.13190156381886,-2.48123471544501,-2.56450623285614,-1.10709205935283,-2.11908191366752,-2.58900487294359,1
72,-59,-4,-2.67670065633689,-2.73805454528754,-2.78785236988406,-2.13111654529878,-2.48253888732311,-2.56716524433209,-1.10616785581417,-2.1177801001127,-2.59227121215001,1
72,-58,-4,-2.67673639768606,-2.73948518313073,-2.7904403475132,-2.13205622390786,-2.48336450213825,-2.56905937683002,-1.10559549899477,-2.11367839928245,-2.59366341024858,1
72,-57,-4,-2.67828414489952,-2.74157559931149,-2.79311845646651,-2.13417930023924,-2.48383786559283,-2.57026934942223,-1.10555525672853,-2.10745508572755,-2.59337253532859,1
72,-56,-4,-2.68078036718655,-2.74400883877643,-2.79573608668171,-2.1370972928372,-2.48398005754556,-2.57091680652914,-1.10613108803849,-2.09958006643351,-2.59171845403964,1
